Student_Id,Gender,Age,City_Tier,SSC_Percentage,SSC_Board,HSC_Percentage,HSC_Board,HSC_Stream,Degree_Percentage,Degree_Field,MBA_Percentage,Specialization,Internships,Projects,Certificates,Technical_Skills_Score,Soft_Skills_Score,Aptitude_Skills_Score,communication_score,Work_Experience_Months,Leadership_Roles,Extracurricular_Activities,Backlogs,Placed,Salary_LPA,Has_MBA
STU001018,Female,24,"Tier 3",69.76,ICSE,70.66,State,Science,53.81,Arts,0,"Not Applicable",1,3,2,10,10,46.1,8.7,12,1,4,0,1,9.72,0
STU001019,Female,23,"Tier 2",65.05,ICSE,71.05,State,Arts,66.68,Engineering,0,"Not Applicable",2,2,2,7.8,7.3,20.8,6.8,19,4,7,4,1,11.77,0
STU001020,Male,19,"Tier 2",62.97,CBSE,77.04,State,Commerce,72.84,Arts,80.35,"Marketing & Finance",1,5,0,5.4,3.4,66.9,5.4,0,2,0,2,0,0,1
STU001021,Female,22,"Tier 3",60.87,State,62.15,State,Commerce,62.81,Other,60.33,"Marketing & HR",2,2,0,8.1,8.9,39.9,7.5,0,0,2,0,1,8.67,1
STU001022,Male,19,"Tier 1",49.09,State,61.08,State,Science,59.97,Other,0,"Not Applicable",2,3,6,3.6,4.1,52.5,3.7,0,2,1,1,0,0,0
STU001023,Female,20,"Tier 1",65.72,CBSE,55.98,CBSE,Science,46.94,Science,71.32,"Finance & HR",0,2,6,3.7,3.5,76.7,3.2,0,2,0,0,1,9.32,1
STU001024,Female,21,"Tier 1",53.13,CBSE,55.67,CBSE,Arts,65.44,Science,0,"Not Applicable",1,6,6,4.1,3.3,62.3,3.6,26,3,1,0,1,11.25,0
STU001025,Female,21,"Tier 1",94.96,State,94.25,State,Commerce,100,Science,76.69,"Finance & HR",2,4,3,4.2,4.7,74.4,5.7,9,1,2,0,1,13.85,1
STU001026,Male,22,"Tier 3",60.88,CBSE,54.78,CBSE,Commerce,50.88,Business,69.88,"Finance & HR",3,0,1,3.5,6,82.5,5.5,6,2,2,2,1,8.57,1
STU001027,Female,21,"Tier 2",56.25,CBSE,56.61,State,Science,68.69,Business,0,"Not Applicable",2,3,2,5.2,4.3,33.9,3.5,11,3,4,0,1,9.54,0
STU001028,Female,20,"Tier 1",87.81,State,91.32,ICSE,Commerce,78.18,Engineering,59.6,"Marketing & HR",0,3,0,5.1,4.5,55.7,5,0,3,1,1,1,11.09,1
STU001029,Male,22,"Tier 3",60.62,ICSE,51.97,State,Science,52.24,Other,0,"Not Applicable",0,3,0,3.2,4.9,42.9,5.7,0,1,3,0,1,5.38,0
STU001030,Female,21,"Tier 2",91.42,State,75.05,State,Science,63.43,Engineering,70.84,"Finance & HR",4,5,1,3.4,4.1,65.2,3.5,35,2,2,1,1,15.91,1
STU001031,Male,19,"Tier 1",71.53,State,77.43,CBSE,Commerce,89.59,Engineering,0,"Not Applicable",4,4,3,6.2,7.5,61.8,7.4,30,2,0,0,1,20.38,0
STU001032,Female,21,"Tier 3",83.94,State,87.73,CBSE,Arts,79.98,Arts,0,"Not Applicable",3,2,1,8.7,9.3,69,7.3,34,3,2,2,1,14.31,0
STU001033,Male,22,"Tier 3",64.87,CBSE,70.53,State,Science,53.88,Science,0,"Not Applicable",1,1,2,2.6,1.3,48.8,1.3,5,0,5,0,0,0,0
STU001034,Male,19,"Tier 2",87.27,State,85.67,State,Science,90.43,Engineering,63.78,"Finance & HR",2,4,1,3.3,5.6,72.2,6.4,0,0,2,2,1,13.19,1
STU001035,Male,24,"Tier 1",81.44,State,89.81,ICSE,Science,92.87,Business,0,"Not Applicable",1,4,1,5.6,5.8,78.6,5.7,0,1,5,2,1,15.17,0
STU001036,Female,21,"Tier 2",73.69,State,60.6,State,Science,67.61,Other,65.55,"Finance & HR",3,7,4,5.9,6.4,76.7,7.4,16,0,7,1,1,11.49,1
STU001037,Male,21,"Tier 2",65.34,ICSE,56.5,ICSE,Arts,54.07,Science,71.29,"Marketing & Finance",3,5,0,8.2,8.2,71.8,9.4,25,0,4,0,1,11.8,1
STU001038,Female,21,"Tier 1",83.75,CBSE,91.37,CBSE,Science,93.2,Science,54.22,"Marketing & Finance",2,4,1,6.9,10,38.6,8.9,18,2,7,0,1,12.85,1
STU001039,Male,22,"Tier 1",67.26,ICSE,68.42,CBSE,Science,59.59,Engineering,63.71,"Marketing & Finance",4,4,4,8.5,9.8,45.6,9.6,0,2,7,2,1,14.93,1
STU001040,Male,19,"Tier 1",84.44,CBSE,87.37,State,Arts,97.79,Other,69.51,"Marketing & Finance",1,4,2,1.9,4.1,44.4,4.2,30,1,2,3,1,15.39,1
STU001041,Male,22,"Tier 2",87.33,State,76.6,ICSE,Science,81.69,Science,0,"Not Applicable",0,2,2,4.5,7.4,83.2,6.8,6,2,4,0,1,9.25,0
STU001042,Female,20,"Tier 1",70.57,State,67.53,State,Science,73.05,Science,0,"Not Applicable",3,4,4,8.7,8.8,67.2,7.6,0,0,4,0,1,12.14,0
STU001043,Male,21,"Tier 3",83.35,State,73.89,State,Arts,53.91,Arts,68.57,"Marketing & Finance",3,2,1,3.6,2.4,63,2.5,2,1,4,0,1,8.44,1
STU001044,Female,20,"Tier 2",86.01,State,80.97,State,Science,74.34,Engineering,54.62,"Finance & HR",3,3,1,8.2,8,46,9,29,0,6,1,1,13.15,1
STU001045,Female,20,"Tier 1",88.05,State,88.55,CBSE,Commerce,83.27,Science,0,"Not Applicable",3,5,1,6.5,6.6,66,6.9,0,1,3,0,1,13.83,0
STU001046,Female,21,"Tier 3",76.75,CBSE,72.83,ICSE,Commerce,67.55,Engineering,0,"Not Applicable",2,1,2,6.7,8.8,66.2,8.7,0,0,0,0,0,0,0
STU001047,Male,19,"Tier 2",58.96,State,54.84,CBSE,Science,45,Science,0,"Not Applicable",2,3,2,8.8,7,63.5,5.6,31,3,4,0,1,11.72,0
STU001048,Male,20,"Tier 3",63.33,ICSE,59.36,State,Science,45,Engineering,0,"Not Applicable",2,2,1,2.7,2.7,33.5,1,30,2,1,1,0,0,0
STU001049,Female,22,"Tier 2",90.51,CBSE,96.19,State,Science,97.77,Engineering,0,"Not Applicable",3,3,3,7,6,46,7.3,0,2,2,0,1,13.31,0
STU001050,Male,22,"Tier 3",60.07,ICSE,78.19,ICSE,Commerce,79.95,Engineering,0,"Not Applicable",3,1,3,8,8.1,77,8.1,19,0,5,0,1,13.3,0
STU001051,Female,21,"Tier 2",79.16,State,79.89,State,Commerce,70.82,Engineering,0,"Not Applicable",2,2,0,1.5,1,61.4,1,0,1,3,0,1,9.9,0
STU001052,Male,23,"Tier 3",87.92,State,93.5,ICSE,Commerce,65.83,Arts,0,"Not Applicable",2,5,1,4.7,4.9,41.9,3.2,36,0,4,0,1,11.07,0
STU001053,Female,20,"Tier 3",84.69,State,77.89,State,Commerce,68.26,Business,0,"Not Applicable",2,3,1,7.3,6.2,44.7,5.1,26,3,2,0,1,13.08,0
STU001054,Female,22,"Tier 3",89.02,State,79.59,CBSE,Science,77.47,Business,0,"Not Applicable",0,4,3,4.2,4.4,38.9,6,2,0,9,0,1,8.55,0
STU001055,Other,20,"Tier 1",84.77,State,99.92,CBSE,Science,82.53,Engineering,79.98,"Finance & HR",2,4,0,6.1,4,46.8,3.5,0,0,3,0,0,0,1
STU001056,Male,20,"Tier 1",64.66,CBSE,54.46,State,Commerce,55.11,Business,55.47,"Marketing & Finance",1,4,1,7.6,8.3,47.2,9.1,36,0,3,0,1,13.97,1
STU001057,Female,24,"Tier 2",74.04,ICSE,83.59,State,Science,68.44,Engineering,0,"Not Applicable",1,0,0,8.7,10,55.7,10,3,2,7,6,1,12.96,0
STU001058,Male,26,"Tier 1",70.46,CBSE,65.66,State,Arts,55.28,Engineering,71.85,"Marketing & HR",0,7,3,3.7,2.2,65.1,1,28,0,3,0,1,14.53,1
STU001059,Male,26,"Tier 2",64.78,CBSE,54.66,ICSE,Science,65.76,Engineering,0,"Not Applicable",3,4,1,4.6,8.4,15,8.8,20,0,3,1,1,10.61,0
STU001060,Female,23,"Tier 1",85.62,ICSE,79.17,State,Science,78.19,Engineering,0,"Not Applicable",4,3,0,3.8,2.4,52.4,2.5,2,1,3,0,0,0,0
STU001061,Female,20,"Tier 3",59.35,CBSE,70.3,State,Science,72.78,Engineering,83.08,"Marketing & Finance",2,2,0,6.8,8.1,55.6,7.1,0,1,2,0,1,9.65,1
STU001062,Other,21,"Tier 1",75.09,State,81.83,State,Commerce,90.26,Arts,0,"Not Applicable",1,3,0,5.3,3.8,40.7,5.2,6,0,4,6,0,0,0
STU001063,Female,20,"Tier 3",76.66,ICSE,79.47,State,Science,64.34,Engineering,65.52,"Marketing & HR",2,1,1,8.2,8.5,68.2,9.1,0,0,3,0,1,10.01,1
STU001064,Male,19,"Tier 2",59.47,CBSE,63.6,CBSE,Science,66.84,Business,0,"Not Applicable",2,5,0,3.8,7.7,48.8,6.6,0,2,0,1,1,9.33,0
STU001065,Male,22,"Tier 2",60.67,State,60.61,CBSE,Science,50.66,Business,0,"Not Applicable",3,3,0,8.1,7.3,66,8,0,2,1,1,1,9.71,0
STU001066,Female,22,"Tier 1",66.08,CBSE,57.58,State,Science,66.8,Arts,0,"Not Applicable",1,6,1,3.8,3.1,64.7,2.8,21,0,3,2,1,10.91,0
STU001067,Male,22,"Tier 3",72.99,CBSE,62.29,CBSE,Science,61.44,Engineering,0,"Not Applicable",1,3,4,6,5.6,47.2,6.7,24,2,6,1,1,11.18,0
STU001068,Male,22,"Tier 3",72.43,State,70.4,State,Science,60.37,Arts,0,"Not Applicable",2,3,2,10,10,56.8,9,0,0,3,4,1,8.76,0
STU001069,Male,18,"Tier 1",74.17,State,59.83,CBSE,Arts,46.56,Arts,54.49,"Marketing & HR",1,4,4,8.8,7.4,33.5,7.3,6,1,0,1,1,11.86,1
STU001070,Male,21,"Tier 1",77.1,State,62.65,CBSE,Science,58.47,Business,56.48,"Marketing & HR",1,3,4,1.5,2.8,48.4,2.3,9,2,2,2,0,0,1
STU001071,Male,22,"Tier 2",82.95,ICSE,82.28,CBSE,Science,75.63,Business,0,"Not Applicable",2,3,1,7.9,4.8,55.6,3.9,0,0,7,0,1,11.09,0
STU001072,Male,23,"Tier 1",66.76,CBSE,63.44,CBSE,Science,61.09,Engineering,0,"Not Applicable",3,3,4,8.4,7.2,49.2,5.8,0,0,3,0,1,12.61,0
STU001073,Male,20,"Tier 1",59.81,ICSE,59.59,State,Commerce,81.3,Business,69.29,"Marketing & Finance",1,3,1,3.3,3.7,75,3.9,11,0,2,6,0,0,1
STU001074,Male,20,"Tier 1",88.22,ICSE,92.7,State,Science,72.57,Engineering,0,"Not Applicable",2,1,2,6.2,8,25.7,8.5,0,1,3,0,1,15.32,0
STU001075,Other,24,"Tier 2",50.28,State,57.48,CBSE,Arts,57.09,Engineering,0,"Not Applicable",3,4,2,5,5.8,48.3,7,33,0,4,1,0,0,0
STU001076,Male,25,"Tier 3",65.93,State,69.51,CBSE,Science,70.99,Engineering,0,"Not Applicable",2,4,2,4.4,4.6,61.5,4.3,30,1,2,1,1,11.35,0
STU001077,Male,22,"Tier 1",72.4,State,71.66,CBSE,Commerce,81.95,Engineering,0,"Not Applicable",0,3,1,6.9,8.1,74.6,9,0,1,4,1,1,11.64,0
STU001078,Female,19,"Tier 3",81.64,State,75.84,CBSE,Commerce,68.3,Science,0,"Not Applicable",0,2,3,7.7,7.7,63.1,8.5,0,0,0,5,0,0,0
STU001079,Male,22,"Tier 1",82.57,State,87.49,CBSE,Commerce,82.54,Other,0,"Not Applicable",3,1,1,6.7,4.2,93.8,3.2,0,0,4,4,1,12.53,0
STU001080,Female,20,"Tier 2",85.5,State,85.03,State,Commerce,87.32,Business,0,"Not Applicable",2,0,0,5.8,7.4,79.2,6.8,24,1,2,0,1,15.16,0
STU001081,Female,23,"Tier 2",74.93,State,75.95,State,Science,79.01,Science,0,"Not Applicable",1,3,0,8.2,10,38.9,10,0,0,2,0,1,9.73,0
STU001082,Male,21,"Tier 1",80,State,86.48,State,Science,89.4,Engineering,0,"Not Applicable",2,3,1,7.4,9.9,31.9,9.9,0,0,0,4,1,15.63,0
STU001083,Male,21,"Tier 3",52.09,State,64.63,CBSE,Science,46.88,Science,57.05,"Marketing & Finance",4,4,2,5.9,5.9,79.8,5.5,0,1,0,0,1,8.51,1
STU001084,Female,20,"Tier 2",82.24,State,83.44,CBSE,Science,86.64,Engineering,71.74,"Marketing & Finance",1,2,0,5.3,7,71.9,9.7,0,1,3,0,1,12.74,1
STU001085,Female,22,"Tier 3",63.57,State,61.74,State,Commerce,45,Science,0,"Not Applicable",0,2,1,5.6,6.4,67.8,5.5,0,0,3,2,0,0,0
STU001086,Male,21,"Tier 3",62.14,State,76.22,ICSE,Arts,72.59,Business,0,"Not Applicable",1,0,3,6.5,9.6,59,8.1,0,1,3,4,1,8.1,0
STU001087,Female,22,"Tier 1",62.09,State,62.18,State,Commerce,63.92,Engineering,0,"Not Applicable",2,3,1,8.6,7.3,70.4,9,8,1,3,0,1,13.55,0
STU001088,Male,21,"Tier 1",66.94,CBSE,76.28,ICSE,Science,63.15,Engineering,50.18,"Marketing & Finance",0,4,3,7.7,7.8,41.1,7.7,1,1,2,0,1,11.89,1
STU001089,Other,21,"Tier 2",66.34,CBSE,56.3,CBSE,Science,45,Engineering,0,"Not Applicable",1,1,2,10,10,44.9,9.2,24,1,5,1,1,13.17,0
STU001090,Male,23,"Tier 2",78.81,State,73.32,State,Commerce,78.42,Business,0,"Not Applicable",2,3,3,4.4,7.6,63.2,8.1,25,3,1,1,1,14.68,0
STU001091,Female,21,"Tier 2",59.84,CBSE,60.63,State,Arts,45.49,Business,0,"Not Applicable",4,6,0,6.6,8.9,97.1,8.5,0,3,2,0,1,11.33,0
STU001092,Female,24,"Tier 2",88.7,CBSE,91.41,State,Commerce,85.67,Engineering,0,"Not Applicable",1,2,7,8.5,10,66.6,10,0,0,3,1,1,14.29,0
STU001093,Female,20,"Tier 2",87.18,ICSE,99.99,CBSE,Science,82.22,Business,0,"Not Applicable",0,1,4,5.1,6.7,46.3,7.2,0,3,4,0,1,10.88,0
STU001094,Male,20,"Tier 3",58.69,State,61.45,ICSE,Science,54.05,Engineering,54.15,"Marketing & HR",1,3,1,6.4,4.3,44.2,6.6,15,3,1,1,1,9.58,1
STU001095,Male,22,"Tier 2",75.46,State,67.1,CBSE,Commerce,75.65,Science,0,"Not Applicable",3,4,6,6.7,9.3,37.5,9.3,25,3,2,1,1,13.33,0
STU001096,Male,26,"Tier 2",82.94,State,80.25,ICSE,Science,80.01,Other,57.78,"Marketing & HR",0,2,1,7.1,7.6,86.5,8.2,0,1,4,2,1,10.88,1
STU001097,Male,24,"Tier 1",61.07,ICSE,72.38,State,Commerce,56.43,Arts,0,"Not Applicable",2,5,3,5.2,5.4,53.7,5.6,34,1,7,1,1,11.71,0
STU001098,Male,21,"Tier 2",70.86,CBSE,65.32,State,Commerce,68.29,Business,0,"Not Applicable",3,5,4,6.1,6.7,22.2,4.2,33,0,2,0,1,12.55,0
STU001099,Female,22,"Tier 3",62.6,CBSE,58.84,State,Science,51.34,Science,0,"Not Applicable",1,1,0,5,7.6,52.6,8.3,7,1,3,1,1,6.35,0
STU001100,Male,22,"Tier 2",50.89,State,52.54,State,Arts,50.51,Other,0,"Not Applicable",3,5,4,6.4,6.1,76.6,7.4,0,5,2,1,1,7.96,0
STU001101,Male,23,"Tier 1",84.21,State,91.37,ICSE,Science,87.02,Engineering,87.33,"Marketing & Finance",3,4,2,4.1,2.4,54.3,2.4,0,4,1,0,1,14.08,1
STU001102,Female,22,"Tier 1",64.83,State,54.3,CBSE,Arts,45,Engineering,58.77,"Finance & HR",2,3,3,7.8,6.8,70.8,6.1,35,0,5,0,1,16.1,1
STU001103,Female,20,"Tier 1",78,ICSE,73.84,State,Science,84.22,Engineering,78.46,"Marketing & Finance",2,2,2,3.8,2.6,36.4,2.5,5,0,2,0,1,13.74,1
STU001104,Female,23,"Tier 2",87.3,CBSE,65.25,State,Arts,59.32,Arts,0,"Not Applicable",1,3,2,5.4,6.7,99.1,5.9,4,0,1,0,1,8.18,0
STU001105,Other,23,"Tier 3",88.43,ICSE,80.51,CBSE,Science,97.61,Engineering,59.25,"Marketing & Finance",1,2,1,4.7,3.7,53.3,2.9,0,2,4,2,0,0,1
STU001106,Male,24,"Tier 2",76.42,CBSE,82.55,State,Science,57.11,Engineering,0,"Not Applicable",2,2,1,6.8,9.5,50.4,9.4,10,1,3,1,1,13.28,0
STU001107,Male,21,"Tier 3",61.58,CBSE,67.67,State,Arts,72,Science,61.55,"Marketing & HR",2,2,2,7.2,8.9,41.1,8.5,0,0,2,3,1,8.94,1
STU001108,Female,21,"Tier 1",75.83,CBSE,82.64,CBSE,Science,69.8,Engineering,72.47,"Marketing & Finance",0,3,1,5.7,4.9,59.5,6.7,0,0,5,1,0,0,1
STU001109,Female,20,"Tier 2",77.83,State,67.52,ICSE,Arts,81.89,Engineering,0,"Not Applicable",3,2,0,6.3,4.4,51.3,4.6,0,0,3,1,1,10.97,0
STU001110,Male,22,"Tier 2",72.07,State,63.09,State,Science,79.5,Engineering,55.58,"Marketing & HR",1,6,1,7.3,7.8,38.5,9.2,0,1,3,3,1,8.94,1
STU001111,Female,21,"Tier 2",58.94,State,53.45,State,Science,55.89,Other,63.02,"Marketing & Finance",1,2,1,5.6,7.6,76,9.5,0,0,2,1,1,8.01,1
STU001112,Male,21,"Tier 2",100,CBSE,89.07,ICSE,Commerce,97.8,Engineering,0,"Not Applicable",1,4,3,8.9,9.4,44,10,23,2,6,0,0,0,0
STU001113,Male,20,"Tier 3",68.97,ICSE,64.79,State,Science,64.39,Engineering,85.68,"Marketing & HR",1,2,2,6.6,4.8,48.5,4.6,29,1,1,0,1,12.28,1
STU001114,Male,20,"Tier 1",73.13,State,72.53,State,Commerce,69.99,Engineering,0,"Not Applicable",3,2,0,6.3,5.9,45.1,4.6,19,2,7,0,1,15.2,0
STU001115,Female,21,"Tier 3",69.17,ICSE,71.37,State,Science,69.85,Business,0,"Not Applicable",3,2,4,10,9.6,68.2,8.9,32,1,4,0,1,13.36,0
STU001116,Female,20,"Tier 3",73.94,ICSE,71.82,CBSE,Science,60.93,Arts,0,"Not Applicable",4,3,4,4.2,6.7,72,7.6,17,2,2,1,1,9.84,0
STU001117,Male,21,"Tier 3",95.86,State,91.15,State,Commerce,94.89,Science,56.54,"Finance & HR",1,5,2,7,8.1,54.4,9.1,5,1,2,2,1,10.96,1
STU001118,Female,18,"Tier 3",80.94,State,87.3,CBSE,Science,87.86,Engineering,0,"Not Applicable",2,3,1,1.4,2.5,56.6,2.5,0,2,4,1,1,8.22,0
STU001119,Male,20,"Tier 3",71.24,State,70.59,State,Commerce,54.11,Science,0,"Not Applicable",3,5,1,6.1,7.8,45.9,7.9,0,0,3,1,1,8.06,0
STU001120,Male,20,"Tier 1",70.92,State,76.3,State,Science,78.82,Science,0,"Not Applicable",2,3,0,6.4,9.3,56.6,8.8,0,0,7,5,1,11.24,0
STU001121,Female,22,"Tier 3",77.92,State,88.45,CBSE,Arts,85.42,Science,0,"Not Applicable",0,4,3,9,7.7,69.7,8.8,14,0,1,0,1,11.78,0
STU001122,Female,20,"Tier 1",80.18,CBSE,78.82,State,Science,66.42,Engineering,61.31,"Marketing & Finance",2,2,1,7.9,8.5,91.7,8.5,0,1,5,4,1,13.39,1
STU001123,Female,23,"Tier 2",62.16,State,61.87,CBSE,Commerce,58.1,Science,63.77,"Finance & HR",2,3,2,8.6,8.2,67.8,9.7,28,0,3,0,1,14.45,1
STU001124,Female,23,"Tier 2",61.62,ICSE,77.73,CBSE,Commerce,94.95,Business,0,"Not Applicable",4,5,4,4,4,64.9,3.4,0,0,3,0,1,11.83,0
STU001125,Female,23,"Tier 2",66.77,State,71.13,CBSE,Commerce,72.04,Engineering,0,"Not Applicable",0,4,1,5.1,6,53.2,5.8,0,1,0,0,1,9.02,0
STU001126,Female,21,"Tier 2",69.38,ICSE,65.75,State,Arts,46.44,Engineering,0,"Not Applicable",1,4,4,4,6,100,8.1,0,2,2,1,1,10.52,0
STU001127,Male,19,"Tier 1",54.81,CBSE,55.64,CBSE,Commerce,49.87,Engineering,64.51,"Marketing & HR",1,2,0,4.3,3.5,72.3,3.5,0,1,2,0,1,7.62,1
STU001128,Male,20,"Tier 2",88.16,CBSE,94.01,State,Science,98.65,Engineering,0,"Not Applicable",0,0,2,8.1,9.2,67.3,7.1,0,1,1,0,1,13.46,0
STU001129,Male,22,"Tier 3",81.74,CBSE,88.44,CBSE,Science,74.23,Engineering,0,"Not Applicable",2,5,0,4.5,6,48.4,5.2,0,1,2,2,1,10.24,0
STU001130,Male,24,"Tier 1",65.59,ICSE,72.47,State,Science,72.21,Science,72.13,"Finance & HR",0,5,0,7.2,8.4,57.3,7.8,9,0,4,1,1,9.35,1
STU001131,Female,20,"Tier 2",46.49,CBSE,69.1,State,Arts,63.14,Other,0,"Not Applicable",4,3,0,4.9,5.8,49.7,5.6,0,2,0,2,1,9.57,0
STU001132,Male,23,"Tier 3",69.43,State,77.38,State,Commerce,75.09,Arts,0,"Not Applicable",2,3,2,6.7,5.7,52.5,5.9,0,0,2,1,1,7.21,0
STU001133,Male,22,"Tier 2",85.3,ICSE,86.19,State,Science,79.08,Engineering,0,"Not Applicable",1,2,2,8.9,8.6,50.2,10,34,3,0,1,1,14.6,0
STU001134,Male,22,"Tier 3",67.43,State,61.39,State,Science,59.94,Engineering,73.58,"Marketing & Finance",2,0,1,5,3.2,39.9,2.1,33,0,4,2,1,12.3,1
STU001135,Female,22,"Tier 1",90.59,CBSE,91.52,State,Arts,82.54,Business,52.8,"Finance & HR",1,2,1,7.1,5.2,56.6,5.4,30,1,0,6,1,17.4,1
STU001136,Male,19,"Tier 3",59.17,CBSE,73.05,State,Commerce,57.01,Arts,0,"Not Applicable",0,2,3,8,9.1,67.6,10,13,1,0,0,1,9.36,0
STU001137,Female,22,"Tier 3",65.95,State,65.93,CBSE,Arts,63.64,Engineering,0,"Not Applicable",1,3,1,8.3,8.4,61.4,9.1,28,2,3,1,1,11.98,0
STU001138,Male,21,"Tier 3",57.74,State,60.48,State,Commerce,68.82,Engineering,82.16,"Marketing & Finance",0,5,5,3.4,3.9,40.2,4.6,26,2,4,1,1,8.51,1
STU001139,Male,23,"Tier 1",73.94,State,74.05,CBSE,Science,81.98,Engineering,0,"Not Applicable",1,2,4,7.2,9.1,41.9,10,25,3,6,2,1,13.88,0
STU001140,Female,21,"Tier 3",81.59,ICSE,83.08,State,Commerce,94.05,Engineering,0,"Not Applicable",4,1,2,7.6,5.5,64.6,6.3,28,0,0,0,1,16.33,0
STU001141,Female,21,"Tier 2",71.75,State,79.46,State,Science,82.7,Business,0,"Not Applicable",4,2,4,8,9.4,74,8.1,4,1,2,1,1,13.44,0
STU001142,Male,22,"Tier 2",67.79,State,67.32,ICSE,Arts,59.16,Engineering,0,"Not Applicable",0,5,2,3.4,3.8,65.3,2.7,24,0,0,1,0,0,0
STU001143,Female,22,"Tier 3",81.72,State,98.27,State,Science,83,Science,73.36,"Marketing & Finance",1,1,0,7,10,11.8,8.8,0,1,2,0,0,0,1
STU001144,Female,21,"Tier 1",78.04,CBSE,94.58,State,Commerce,98.62,Engineering,0,"Not Applicable",2,2,3,1,1.2,67.2,1,0,4,2,0,1,12.45,0
STU001145,Male,20,"Tier 3",72.22,State,52.49,State,Science,52.61,Engineering,0,"Not Applicable",1,4,3,4.9,5,45.6,5.9,24,4,2,4,0,0,0
STU001146,Female,21,"Tier 2",93.83,CBSE,90.84,CBSE,Science,79.56,Business,0,"Not Applicable",4,0,3,4.8,4.6,69.8,3.7,17,2,3,0,1,16.4,0
STU001147,Female,21,"Tier 3",81.69,CBSE,81.75,CBSE,Arts,68.84,Other,0,"Not Applicable",1,2,1,5.3,6.6,52.1,7.1,34,3,4,1,1,11.2,0
STU001148,Female,22,"Tier 1",67.86,State,82.43,ICSE,Commerce,84.04,Other,0,"Not Applicable",3,1,1,2.8,4.1,73.8,6,25,1,1,0,1,12.99,0
STU001149,Female,21,"Tier 2",53.62,State,50.16,State,Science,45,Business,58.94,"Marketing & Finance",1,1,2,6.4,5.5,36.6,6.6,0,0,3,1,1,6.98,1
STU001150,Female,23,"Tier 3",69.12,ICSE,72.67,State,Arts,76.76,Engineering,58.89,"Finance & HR",1,3,0,6.7,8.9,47.5,9.4,19,0,4,0,1,11.51,1
STU001151,Female,22,"Tier 3",75.61,CBSE,86.21,State,Commerce,83.35,Business,50.13,"Finance & HR",4,8,1,3.2,6.3,75.8,7,0,0,3,2,1,10.84,1
STU001152,Female,21,"Tier 3",61.83,State,65.6,CBSE,Science,68.41,Engineering,0,"Not Applicable",1,2,1,6.6,8.1,55.3,8.6,29,0,4,1,1,10.92,0
STU001153,Female,21,"Tier 3",49.23,ICSE,43.5,CBSE,Science,45,Business,0,"Not Applicable",1,3,1,4.7,5.2,51.7,5.7,29,0,3,1,0,0,0
STU001154,Female,21,"Tier 3",65.27,CBSE,74.7,State,Science,61.65,Arts,0,"Not Applicable",1,2,1,6.4,4.9,57.3,6.1,0,0,3,1,1,6.61,0
STU001155,Female,19,"Tier 2",79.14,State,67.67,CBSE,Science,71.52,Arts,62.59,"Marketing & HR",2,6,1,8,5.3,42.2,6.2,0,0,1,1,1,9.38,1
STU001156,Female,21,"Tier 1",100,State,89.63,State,Commerce,93.57,Business,0,"Not Applicable",3,3,1,2.5,2.9,64.9,3,18,3,3,0,1,14.33,0
STU001157,Male,21,"Tier 1",54.83,State,40,CBSE,Science,45,Other,69.45,"Finance & HR",0,8,3,6.5,6.9,41.8,7.7,0,0,1,6,1,6.94,1
STU001158,Female,21,"Tier 2",73.1,State,72.04,State,Science,56.8,Engineering,72.46,"Marketing & Finance",1,6,0,7.9,9.9,34.9,9.5,0,0,1,0,1,8.81,1
STU001159,Female,22,"Tier 1",52.88,CBSE,51.05,CBSE,Commerce,54.04,Other,64.42,"Finance & HR",0,4,0,3.3,4.1,55.6,3.7,0,0,1,0,0,0,1
STU001160,Male,23,"Tier 3",78.72,State,76.94,State,Arts,69.64,Business,0,"Not Applicable",0,6,2,7.5,7.5,68,8,0,1,4,2,1,10.44,0
STU001161,Female,21,"Tier 2",60.06,State,62.42,ICSE,Commerce,50.3,Engineering,0,"Not Applicable",1,8,1,1.3,1.9,93.8,3,0,0,1,1,1,8.26,0
STU001162,Male,19,"Tier 3",64.78,State,67.28,State,Science,73.38,Business,55.62,"Marketing & HR",4,5,1,7.8,10,58.9,10,22,0,0,4,1,13.49,1
STU001163,Male,23,"Tier 2",96.34,State,100,State,Commerce,100,Business,0,"Not Applicable",2,2,0,8.4,10,61.9,8.6,24,2,1,0,1,13.78,0
STU001164,Female,22,"Tier 2",53.47,State,46.75,State,Commerce,71.05,Other,0,"Not Applicable",1,2,4,6.1,7.5,64.3,9.1,12,1,3,1,1,9.78,0
STU001165,Male,18,"Tier 3",85.14,State,84.77,State,Arts,73.23,Engineering,0,"Not Applicable",0,3,1,9,8.9,40.1,7.9,0,3,5,0,1,9.56,0
STU001166,Female,21,"Tier 1",64.32,CBSE,60.44,ICSE,Science,65.44,Arts,70.42,"Marketing & HR",2,2,0,3.7,3.6,83.4,4.4,0,2,5,2,0,0,1
STU001167,Female,20,"Tier 1",61.25,CBSE,49.48,CBSE,Commerce,45,Other,0,"Not Applicable",2,3,2,7.3,5.4,100,6.3,7,1,3,0,1,10.2,0
STU001168,Male,22,"Tier 1",69.4,CBSE,79.67,ICSE,Commerce,70.65,Engineering,0,"Not Applicable",2,1,1,4.4,1.5,54.5,2,0,1,2,0,1,10.53,0
